,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
235,ARK.RC.8,,RC.8,38.9089,-77.0507,20700100102,Lower Rock Creek,District of Columbia,DC,1
236,ARK.SC.1,,SC.1,38.997479999999996,-77.00981,20700100201,Northwest Branch Anacostia River,Montgomery County,MD,1
237,ARK.SC.2,,SC.2,38.98484000000001,-77.00277,20700100201,Northwest Branch Anacostia River,Montgomery County,MD,1
238,ARK.WB.1,,WB.1,38.891529999999996,-76.91490999999998,20700100204,Lower Anacostia River,District of Columbia,DC,1
239,AWA.AS,,AS,39.805725,-77.574917,20700041003,West Branch Antietam Creek,Franklin County,PA,1
240,AWA.ATAS,,ATAS,39.788233,-77.487814,20700041002,East Branch Antietam Creek,Franklin County,PA,1
241,AWA.B,,B,39.765053,-77.516044,20700041002,East Branch Antietam Creek,Franklin County,PA,1
242,AWA.BF,,BF,39.831244,-77.57087800000002,20700041003,West Branch Antietam Creek,Franklin County,PA,1
243,AWA.BP,,BP,39.724967,-77.588817,20700041002,East Branch Antietam Creek,Franklin County,PA,1
244,AWA.BR,,BR,39.75468,-77.505228,20700041002,East Branch Antietam Creek,Franklin County,PA,1
245,AWA.BSTP,,BSTP,39.727579999999996,-77.59079799999998,20700041002,East Branch Antietam Creek,Franklin County,PA,1
246,AWA.BV,,BV,39.720703,-77.500192,20700041001,Red Run,Franklin County,PA,1
247,AWA.CR,,CR,39.72352,-77.723515,20700040806,Rockdale Run-Conococheague Creek,Franklin County,PA,1
248,AWA.EBM,,EBM,39.72422,-77.60472,20700041002,East Branch Antietam Creek,Franklin County,PA,1
249,AWA.EBS,,EBS,39.839690000000004,-77.44278,20700041002,East Branch Antietam Creek,Adams County,PA,1
250,AWA.FP,,FP,39.725989,-77.59383100000002,20700041002,East Branch Antietam Creek,Franklin County,PA,1
251,AWA.GP,,GP,39.731671999999996,-77.540817,20700041001,Red Run,Franklin County,PA,1
252,AWA.H,,He,39.734246999999996,-77.54056899999998,20700041001,Red Run,Franklin County,PA,1
253,AWA.HB,,HB,39.810403,-77.576394,20700041003,West Branch Antietam Creek,Franklin County,PA,1
254,AWA.IBR,,IBR,39.724880999999996,-77.60512800000002,20700041003,West Branch Antietam Creek,Franklin County,PA,1
255,AWA.MASP,,MASP,39.839708,-77.537533,20700041003,West Branch Antietam Creek,Franklin County,PA,1
256,AWA.MGC,,MGC,39.736090000000004,-77.58821,20700041002,East Branch Antietam Creek,Franklin County,PA,1
257,AWA.MR,,MR,39.741172,-77.491586,20700041001,Red Run,Franklin County,PA,1
258,AWA.MRR,,MRR,39.737619,-77.568983,20700041002,East Branch Antietam Creek,Franklin County,PA,1
259,AWA.MS,,MS,39.73007,-77.517138,20700041001,Red Run,Franklin County,PA,1
260,AWA.ND1,,ND1,39.786453,-77.602325,20700041003,West Branch Antietam Creek,Franklin County,PA,1
261,AWA.ND1d,,ND1d,39.786453,-77.602325,20700041003,West Branch Antietam Creek,Franklin County,PA,1
262,AWA.ND2,,ND2,39.787735999999995,-77.603375,20700041003,West Branch Antietam Creek,Franklin County,PA,1
263,AWA.ND2u,,ND2u,39.787735999999995,-77.603375,20700041003,West Branch Antietam Creek,Franklin County,PA,1
264,AWA.OCP,,OCP,39.751283,-77.601036,20700041003,West Branch Antietam Creek,Franklin County,PA,1
265,AWA.PC,,PC,39.77282,-77.58844,20700041003,West Branch Antietam Creek,Franklin County,PA,1
266,AWA.R,,Re,39.745025,-77.559425,20700041002,East Branch Antietam Creek,Franklin County,PA,1
267,AWA.RFT,,RFT,39.741023,-77.564073,20700041002,East Branch Antietam Creek,Franklin County,PA,1
268,AWA.RR1,,RR1,39.739406,-77.481092,20700041001,Red Run,Franklin County,PA,1
269,AWA.RR2,,RR2,39.74160300000001,-77.491469,20700041001,Red Run,Franklin County,PA,1
270,AWA.RRP,,RRP,39.740386,-77.519908,20700041001,Red Run,Franklin County,PA,1
271,AWA.RSR,,RSR,39.7242,-77.559148,20700041001,Red Run,Franklin County,PA,1
272,AWA.SR,,SR,39.75165,-77.55234,20700041002,East Branch Antietam Creek,Franklin County,PA,1
273,AWA.TRS,,TRS,39.764094,-77.607036,20700041003,West Branch Antietam Creek,Franklin County,PA,1
274,AWA.WASD,,WASD,39.737858,-77.569172,20700041002,East Branch Antietam Creek,Franklin County,PA,1
275,AWA.WASDT1,,WASDT1,39.74861,-77.5693,20700041002,East Branch Antietam Creek,Franklin County,PA,1
276,AWA.WBS,,WBS,39.85335300000001,-77.517319,20700041003,West Branch Antietam Creek,Franklin County,PA,1
277,AWA.WTMA,,WTMA,39.727578,-77.59079799999998,20700041002,East Branch Antietam Creek,Franklin County,PA,1
278,BCVM.BENCRE7.92,,BENCRE7.92,41.928043,-76.69906999999998,20501050601,Upper Bentley Creek,Bradford County,PA,1
279,BCVM.BROCRE1.89,,BROCRE1.89,41.803619,-76.55763,20501060106,Browns Creek,Bradford County,PA,1
280,BCVM.CAYCRE2.41,,CAYCRE2.41,42.008606,-76.52664,20501030605,Lower Cayuta Creek,Tioga County,NY,1
281,BCVM.CAYCRE2.59,,CAYCRE2.59,42.01129,-76.52637299999998,20501030605,Lower Cayuta Creek,Tioga County,NY,1
282,BCVM.SATCRE3.02,,SATCRE3.02,41.9518,-76.46995,20501030707,Satterlee Creek-Susquehanna River,Bradford County,PA,1
283,BCVM.TUTCRE2.03,,TUTCRE2.03,41.980927,-76.57009000000002,20501050607,Dry Brook-Chemung River,Bradford County,PA,1
284,BCVM.WOLCRE1.92,,WOLCRE1.92,41.920029,-76.55004,20501050608,Wolcott Creek-Chemung River,Bradford County,PA,1
285,BCWA.M1,,M1,40.939139000000004,-77.229472,20502061005,Buffalo Creek,Union County,PA,1
286,BCWA.M2,,M2,40.939721999999996,-77.225944,20502061005,Buffalo Creek,Union County,PA,1
287,BCWA.M3,,M3,40.944472,-77.200889,20502061005,Buffalo Creek,Union County,PA,1
288,BCWA.M4,,M4,40.920694,-77.15775,20502061005,Buffalo Creek,Union County,PA,1
289,BCWA.M5,,M5,40.91725,-77.091444,20502061005,Buffalo Creek,Union County,PA,1
290,BCWA.M6,,M6,40.930667,-77.040361,20502061005,Buffalo Creek,Union County,PA,1
291,BCWA.M7,,M7,40.97658300000001,-76.978639,20502061005,Buffalo Creek,Union County,PA,1
292,BCWA.M8,,M8,40.985611,-76.93230600000003,20502061005,Buffalo Creek,Union County,PA,1
293,BCWA.M9,,M9,40.970083,-76.88338900000002,20502061005,Buffalo Creek,Union County,PA,1
294,BCWA.T1,,T1,40.934056,-77.047083,20502061001,North Branch Buffalo Creek,Union County,PA,1
295,BCWA.T2A1,,T2A1,40.921917,-77.00255600000001,20502061005,Buffalo Creek,Union County,PA,1
296,BCWA.T2A2,,T2A2,40.925833000000004,-77.017556,20502061005,Buffalo Creek,Union County,PA,1
297,BCWA.T2B,,T2B,40.93275,-77.033389,20502061005,Buffalo Creek,Union County,PA,1
298,BCWA.T3A,,T3A,40.9665,-77.04830600000003,20502061002,Rapid Run,Union County,PA,1
299,BCWA.T3B,,T3B,40.962944,-77.022417,20502061002,Rapid Run,Union County,PA,1
300,BSWA.BIGSPRCRE1.16,,BIGSPRICRE1.16,40.144224,-77.405537,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
301,BSWA.BIGSPRCRE1.58,,BIGSPRICRE1.58,40.149975,-77.406898,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
302,BSWA.BIGSPRCRE1.80,,BIGSPRICRE1.80,40.152978000000004,-77.407924,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
303,BSWA.BIGSPRCRE1.98,,BIGSPRCRE1.98,40.154841,-77.409991,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
304,BSWA.BIGSPRCRE2.48,,BIGSPRICRE2.48,40.160232,-77.406287,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
305,CBF.Ana-PP,,Ana-PP,38.86972,-77.00291999999997,20700100204,Lower Anacostia River,District of Columbia,DC,1
306,CBF.BmoreCanton,,BmoreCanton,39.274409999999996,-76.57444,20600031203,Northwest Harbor-Patapsco River,Baltimore city,MD,1
307,CCCD.BIGSPRCRE1.23,,BIGSPRCRE1.23,40.174463,-77.395054,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
308,CCCD.BIGSPRCRE4.69,,BIGSPRCRE4.69,40.129762,-77.40758000000002,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
309,CCCD.BRARUN0.01,,BRARUN0.01,40.177640999999994,-77.453873,20503050306,Three Square Hollow Run-Conodoguinet Creek,Cumberland County,PA,1
310,CCCD.BURRUN1.38,,BURRUN1.38,40.061749,-77.514999,20503050301,Thompson Creek-Burd Run,Cumberland County,PA,1
311,CCCD.CONCRE1.85,,CONCRE1.85,40.277468,-76.925578,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
312,CCCD.CONCRE11.47,,CONCRE11.47,40.241213,-76.969512,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
313,CCCD.CONCRE13.64,,CONCRE13.64,40.263776,-76.98015,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
314,CCCD.CONCRE21.95,,CONCRE21.95,40.259296,-77.040426,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
315,CCCD.CONCRE27.96,,CONCRE27.96,40.259792,-77.103054,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
316,CCCD.CONCRE32.47,,CONCRE32.47,40.235785,-77.14107,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
317,CCCD.CONCRE35.82,,CONCRE35.82,40.236495,-77.193667,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
318,CCCD.CONCRE39.03,,CONCRE39.03,40.234075,-77.218027,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
319,CCCD.CONCRE43.93,,CONCRE43.93,40.224638,-77.26029399999999,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
320,CCCD.CONCRE44.27,,CONCRE44.27,40.221555,-77.269701,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
321,CCCD.CONCRE5.25,,CONCRE5.25,40.27688,-76.944799,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
322,CCCD.CONCRE59.72,,CONCRE59.72,40.177355,-77.454229,20503050306,Three Square Hollow Run-Conodoguinet Creek,Cumberland County,PA,1
323,CCCD.CONCRE6.09,,CONCRE6.09,40.270672999999995,-76.95154000000002,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
324,CCCD.CONCRE79.50,,CONCRE79.50,40.068521999999994,-77.643277,20503050203,Trout Run-Conodoguinet Creek,Franklin County,PA,1
325,CCCD.ENORUN0.47,,ENORUN0.47,40.28072,-76.933674,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
326,CCCD.GRESPRCRE0.16,,GRESPRCRE 0.16,40.168065999999996,-77.455199,20503050305,Green Spring Creek,Cumberland County,PA,1
327,CCCD.HOGRUN0.98,,HOGRUN0.98,40.244428000000006,-77.03394499999997,20503050405,Hogestown Run,Cumberland County,PA,1
328,CCCD.LETSPRRUN4.77,,LETSPRRUN4.77,40.195294,-77.184267,20503050404,Letort Spring Run,Cumberland County,PA,1
329,CCCD.MIDSPRCRE0.02,,MIDSPRCRE0.02,40.10478,-77.559186,20503050302,Middle Spring Creek,Franklin County,PA,1
330,CCCD.MIDSPRCRE5.26,,MIDSPRCRE5.26,40.061807,-77.53239599999998,20503050302,Middle Spring Creek,Cumberland County,PA,1
331,CCCD.MOUROCSPRCRE0.03,,MOUROCSPRCRE0.03,40.214809,-77.299823,20503050401,Mount Rock Spring Creek,Cumberland County,PA,1
332,CCCD.TRISPRRUN0.16,,TRISPRRUN0.16,40.251672,-77.00744,20503050407,Trindle Spring Run,Cumberland County,PA,1
333,CCCD.UNTCONCRE0.06,,UNTCONCRE0.06,40.231014,-77.218649,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
334,CCCD.UNTCONCRE2.68,,UNTCONCRE2.68,40.265907,-77.223096,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
335,CCCD.WERRUN0.34,,WERRUN0.34,40.244658,-77.17598000000002,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
336,CCST.FISCRE0.49,,FISCRE0.49,40.98158,-76.47238,20501070707,Stony Brook-Fishing Creek,Columbia County,PA,1
337,CCST.KITCRE5.67,,KITCRE5.67,41.300059999999995,-76.27466,20501070502,Kitchen Creek,Luzerne County,PA,1
338,CCST.LITFISCRE1.82,,LITFISCRE1.82,41.040279999999996,-76.48333000000002,20501070602,Little Fishing Creek,Columbia County,PA,1
339,CCST.MAHCRE3.03,,MAHCRE3.03,40.9828,-76.6293,20501071005,Mahoning Creek,Montour County,PA,1
340,CCSTA.CONCRE27.96,,CONCRE27.96,40.259792,-77.103054,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
341,CCSTA.CONCRE32.47,,CONCRE32.47,40.235785,-77.14107,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
342,CCSTA.CONCRE35.82,,CONCRE35.82,40.236495,-77.193667,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
343,CCSTA.CONCRE39.03,,CONCRE39.03,40.234075,-77.218027,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
344,CCSTA.CONCRE6.09,,CONCRE6.09,40.271876,-76.95147800000002,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
345,CCSTA.GRESPRCRE0.62,,GRESPRCRE0.62,40.168065999999996,-77.455199,20503050305,Green Spring Creek,Cumberland County,PA,1
346,CCSTA.HOGRUN0.98,,HOGRUN0.98,40.244428000000006,-77.03394499999997,20503050405,Hogestown Run,Cumberland County,PA,1
347,CCSTA.MOUCRE2.65,,MOUCRE2.65,40.106567,-77.180554,20503050503,Mountain Creek,Cumberland County,PA,1
348,CCSTA.OPOCRE0.19,,OPOCRE0.19,40.222879999999996,-77.272095,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
349,CCSTA.UNIRUN0.64,,UNIRUN0.64,40.306327,-76.927658,20503051006,Cove Creek-Susquehanna River,Cumberland County,PA,1
350,CCSTA.YELBRECRE0.85,,YELBRECRE0.85,40.218817,-76.86286199999998,20503050505,Lower Yellow Breeches Creek,Cumberland County,PA,1
351,CCSTA.YELBRECRE13.63,,YELBRECRE13.63,40.172452,-76.913721,20503050505,Lower Yellow Breeches Creek,Cumberland County,PA,1
352,CCSTA.YELBRECRE17.65,,YELBRECRE17.65,40.16418,-76.976213,20503050505,Lower Yellow Breeches Creek,Cumberland County,PA,1
353,CCSTA.YELBRECRE32.32,,YELBRECRE32.32,40.147400299999994,-77.12339399,20503050504,Middle Yellow Breeches Creek,Cumberland County,PA,1
354,CCSTA.YELBRECRE34.93,,YELBRECRE34.93,40.1365,-77.14583,20503050504,Middle Yellow Breeches Creek,Cumberland County,PA,1
355,CCSTA.YELBRECRE36.90,,YELBRECRE36.90,40.12347000000001,-77.221977,20503050502,Upper Yellow Breeches Creek,Cumberland County,PA,1
356,CCWA.BS00.0,,BS00.0,40.185340000000004,-77.39262099999998,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
357,CCWA.CONO00.1,,CONO00.1,40.270861,-76.9156,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
358,CCWA.CONO02.6,,CONO02.6,40.256489,-76.928446,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
359,CCWA.CONO06.4,,CONO06.4,40.256938,-76.94420500000003,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
360,CCWA.CONO09.5,,CONO09.5,40.251142,-76.958114,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
361,CCWA.CONO10.3,,CONO10.3,40.258352,-76.964875,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
362,CCWA.CONO13.2,,CONO13.2,40.262529,-76.978808,20503050408,Sears Run-Conodoguinet Creek,Cumberland County,PA,1
363,CCWA.CONO17.1,,CONO17.1,40.267855,-77.015436,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
364,CCWA.CONO27.5,,CONO27.5,40.25878400000001,-77.10283000000003,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
365,CCWA.CONO33.9,,CONO33.9,40.239804,-77.173815,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
366,CCWA.CONO46.3,,CONO46.3,40.214601,-77.297451,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
367,CCWA.CONO46.8,,CONO46.8,40.21536500000001,-77.30396999999998,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
368,CCWA.CONO48.8,,CONO48.8,40.226963,-77.332296,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
369,CCWA.CONO53.2,,CONO53.2,40.201869,-77.365123,20503050308,Big Spring Creek-Conodoguinet Creek,Cumberland County,PA,1
370,CCWA.CONO66.5,,CONO66.5,40.149675,-77.50721899999998,20503050306,Three Square Hollow Run-Conodoguinet Creek,Cumberland County,PA,1
371,CCWA.CONO74.5,,CONO74.5,40.076156,-77.59585200000002,20503050203,Trout Run-Conodoguinet Creek,Franklin County,PA,1
372,CCWA.CONO82.9,,CONO82.9,40.09015,-77.64789,20503050203,Trout Run-Conodoguinet Creek,Franklin County,PA,1
373,CCWA.DC00.9,,DC00.9,40.201195,-77.417339,20503050307,Doubling Gap Creek,Cumberland County,PA,1
374,CCWA.DS01.0,,DS01.0,40.027322,-77.507586,20503050302,Middle Spring Creek,Cumberland County,PA,1
375,CCWA.HR00.1,,HR00.1,40.251474,-77.02251899999997,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
376,CCWA.LR00.1,,LR00.1,40.227646,-77.20661,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
377,CCWA.LTRT01.5,,LTRT01.5,40.219418,-77.155726,20503050404,Letort Spring Run,Cumberland County,PA,1
378,CCWA.LTRT04.5,,LTRT04.5,40.20152,-77.184854,20503050404,Letort Spring Run,Cumberland County,PA,1
379,CCWA.LTRT04.9,,LTRT04.9,40.187955,-77.18719399999998,20503050404,Letort Spring Run,Cumberland County,PA,1
380,CCWA.MSC02.8,,MSC02.8,40.07262,-77.537821,20503050302,Middle Spring Creek,Cumberland County,PA,1
381,CCWA.MTRK00.1,,MTRK00.1,40.211399,-77.299815,20503050401,Mount Rock Spring Creek,Cumberland County,PA,1
382,CCWA.MTRK03.9,,MTRK03.9,40.161072,-77.31519499999997,20503050401,Mount Rock Spring Creek,Cumberland County,PA,1
383,CCWA.PEN3,,PEN3,40.2597,-77.1025,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
384,CCWA.TRND01.0,,TRND01.0,40.209576,-77.027172,20503050407,Trindle Spring Run,Cumberland County,PA,1
385,CCWA.UN01.1,,UN01.1,40.284529,-77.101384,20503050406,Simmons Creek-Conodoguinet Creek,Cumberland County,PA,1
386,CCWA.WRTZ00.1,,WRTZ00.1,40.24172100000001,-77.17534599999998,20503050403,Wertz Run-Conodoguinet Creek,Cumberland County,PA,1
387,CS.SBC-000.35,,SBC-000.35,36.87598,-76.48317,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
388,CS.SNR-000.20,,SNR-000.20,36.90495,-76.45725,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
389,CS.SNR-001.48,,SNR-001.48,36.89079,-76.47109,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
390,CS.SNR-002.86,,SNR-002.86,36.88548,-76.49579,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
391,CS.SNR-007.88,,SNR-007.88,36.83813,-76.54807,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
392,CS.SNR-008.82,,SNR-008.82,36.83224000000001,-76.56174,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
393,CS.SNR-011.83,,SNR-011.83,36.79084,-76.56232,20802080106,Bennett Creek-Nansemond River,Suffolk city,VA,1
394,CS.SNR-013.50,,SNR-013.50,36.77901,-76.54675999999998,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
395,CS.SNR-015.58,,SNR-015.58,36.76229,-76.56062,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
396,CS.SNR-018.24,,SNR-018.24,36.74747,-76.57391,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
397,CS.SNR-018.82,,SNR-018.82,36.740970000000004,-76.5779,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
398,CS.SNR-019.27,,SNR-019.27,36.74004,-76.5843,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
399,CS.SNR-019.46,,SNR-019.46,36.742709999999995,-76.58527,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
400,CS.SSC-000.24,,SSC-000.24,36.74225,-76.57073000000003,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
401,CS.SWB-000.30,,SWB-000.30,36.78983,-76.56788,20802080105,Cedar Lake-Nansemond River,Suffolk city,VA,1
402,CSC.CHACRE0.5,,CHACRE0.5,38.290616,-76.84872800000002,20700110504,Charleston Creek-Wicomico River,Charles County,MD,1
403,CSC.WICRIV3.0,,WICRIV3.0,38.291746999999994,-76.846396,20700110504,Charleston Creek-Wicomico River,Charles County,MD,1
404,CSI.Baldwin Creek @ County Rd 1,,Baldwin Creek @ County Rd 1,42.0874,-76.7018,20501050604,Baldwin Creek,Chemung County,NY,1
405,CSI.Baldwin Creek @ Jenkins Rd,,Baldwin Creek @ Jenkins Rd,42.0588,-76.7357,20501050604,Baldwin Creek,Chemung County,NY,1
406,CSI.Bradley Creek Carrie Ann Dr,,Bradley Creek Carrie Ann Dr,42.1515,-76.0584,20501030105,Lower Nanticoke Creek,Broome County,NY,1
407,CSI.Bumps Creek,,Bumps Creek,42.2304,-75.5327,20501011202,Kelsey Brook,Chenango County,NY,1
408,CSI.Bumps Creek @ School Parking Lot,,Bumps Creek @ School Parking Lot,42.2307,-75.5299,20501011202,Kelsey Brook,Chenango County,NY,1
409,CSI.Canacadea Creek at Alfred Station Fire,,Canacadea Creek at Alfred Station Fire,42.2684,-77.7604,20501040103,Upper Canacadea Creek,Allegany County,NY,1
410,CSI.Canasawacta Creek @ Chan-Aldrich Rd,,Canasawacta Creek @ Chan-Aldrich Rd,42.5996,-75.6119,20501020606,Canasawacta Creek,Chenango County,NY,1
411,CSI.Candor Kelsey Rd,,Candor Kelsey Rd,42.2003,-76.3213,20501030305,Lower Catatonk Creek,Tioga County,NY,1
412,CSI.Catatonk Creek @ Halsey Valley Rd,,Catatonk Creek @ Halsey Valley Rd,42.2079,-76.4712,20501030304,Middle Catatonk Creek,Tioga County,NY,1
413,CSI.Catatonk Creek Below Miller Creek,,Catatonk Creek Below Miller Creek,42.2336,-76.4885,20501030301,Upper Catatonk Creek,Tioga County,NY,1
414,CSI.Cayuta Creek @ 224,,Cayuta Creek @ 224,42.2892,-76.7089,20501030602,Headwaters Cayuta Creek,Schuyler County,NY,1
415,CSI.Cayuta Creek @ Barton Dam,,Cayuta Creek @ Barton Dam,42.3491,-76.7355,20501030602,Headwaters Cayuta Creek,Schuyler County,NY,1
416,CSI.Cayuta Creek @ Kelley Rd,,Cayuta Creek @ Kelley Rd,42.1391,-76.5568,20501030604,Middle Cayuta Creek,Chemung County,NY,1
417,CSI.Cayuta Creek @ Stoschecks,,Cayuta Creek @ Stoschecks,42.1848,-76.56,20501030604,Middle Cayuta Creek,Chemung County,NY,1
418,CSI.Cayuta Creek @ Wyncoop Creek,,Cayuta Creek @ Wyncoop Creek,42.203,-76.5734,20501030603,Upper Cayuta Creek,Chemung County,NY,1
419,CSI.Cayuta Creek in Alpine,,Cayuta Creek in Alpine,42.3135,-76.7223,20501030602,Headwaters Cayuta Creek,Schuyler County,NY,1
420,CSI.Cayuta Creek in Lockwood,,Cayuta Creek in Lockwood,42.092,-76.5472,20501030605,Lower Cayuta Creek,Tioga County,NY,1
